expression,thermostability,specific activity,split,num_mutations
0.652,33.715,6.464,test,5
0.193,5.076,0.857,test,6
0.49,4.02,0.857,train,6
0.505,25.826,2.43,test,5
0.347,38.915,3.856,test,6
0.678,34.229,3.708,test,6
0.11,40.374,4.333,test,4
0.412,43.258,4.636,test,5
0.052,4.572,0.721,test,7
0.076,4.581,0.727,train,8
0.496,5.671,1.424,test,7
0.056,3.463,0.505,train,6
0.129,3.152,0.839,train,7
0.352,4.806,1.353,train,6
0.617,4.129,1.478,test,6
0.306,5.213,1.101,train,8
0.175,3.368,1.172,train,7
0.289,6.601,0.996,test,7
0.226,5.831,0.213,test,6
0.261,4.47,0.979,train,6
0.234,4.633,0.807,train,5
0.617,4.634,1.606,train,5
0.478,3.192,1.307,train,4
0.148,3.942,1.067,train,6
0.058,4.027,0.89,train,8
0.365,4.39,1.201,train,6
0.217,4.675,1.038,train,5
0.39,4.477,1.124,train,6
0.255,6.491,0.389,test,7
0.237,4.748,0.933,train,6
0.249,5.818,0.676,train,5
0.109,4.065,1.016,train,5
0.187,1.847,0.588,train,4
0.133,4.515,0.834,train,7
0.108,3.775,0.674,test,6
0.314,6.542,0.673,test,8
0.141,5.706,0.364,test,7
0.487,6.045,1.222,test,7
0.223,4.87,0.513,train,6
0.509,6.152,1.043,test,7
0.086,5.777,0.12,test,6
0.554,4.694,1.511,train,6
0.378,3.268,0.924,train,5
0.288,6.913,0.84,test,7
0.189,6.119,0.561,train,7
0.201,5.33,0.339,train,6
0.243,3.825,0.591,test,7
0.121,3.802,0.145,test,6
0.561,6.044,1.168,test,6
0.382,3.153,0.776,train,5
0.454,7.003,1.402,test,8
0.217,6.796,0.557,test,7
0.405,5.492,0.879,train,7
0.314,4.674,0.47,train,6
0.36,5.874,1.474,test,7
0.203,5.81,0.783,test,6
0.423,5.947,1.053,test,6
0.745,3.235,1.874,train,5
0.236,3.206,0.863,test,7
0.262,9.158,0.392,train,7
0.126,4.519,0.114,test,6
0.269,5.635,0.417,train,6
0.298,4.623,0.436,train,5
0.691,31.108,5.79,test,7
0.338,38.503,6.494,test,6
0.6,39.589,7.008,test,9
0.556,42.611,10.553,test,7
0.294,40.436,5.07,test,6
0.525,38.39,4.562,test,7
0.358,31.441,8.289,test,5
0.516,36.417,3.221,test,7
0.113,40.113,5.119,test,5
0.328,37.737,4.615,test,6
0.811,35.024,9.338,test,8
0.488,36.665,6.899,test,7
0.449,43.078,5.049,test,8
0.1,29.974,5.57,test,7
0.474,28.182,4.483,test,7
0.136,37.02,4.691,test,7
0.772,2.308,1.415,train,5
0.615,1.852,1.188,train,7
0.955,2.733,1.673,train,5
0.663,1.858,1.138,train,7
0.551,3.075,0.973,train,7
0.595,4.111,1.242,train,6
0.813,27.851,3.522,test,7
0.598,39.06,4.83,test,6
0.4,45.791,3.391,test,7
0.86,24.366,4.973,test,6
0.984,27.408,5.623,test,7
0.479,34.89,3.151,test,6
0.545,40.677,4.77,test,7
0.677,2.441,1.292,train,6
1.054,2.823,1.657,train,7
0.826,2.666,1.615,train,4
0.669,3.861,1.183,test,7
0.55,0.92,2.19,train,1
1.53,0.98,1.03,train,1
1.31,1.01,1.01,train,1
0.05,0.05,0.05,train,1
1.32,0.99,0.91,train,1
1.586,3.377,0.813,train,5
1.101,2.811,0.527,train,6
1.794,3.219,1.131,test,5
1.598,3.429,0.392,train,5
1.012,4.146,0.936,train,5
0.509,2.52,0.831,train,4
1.061,3.947,1.291,test,3
0.439,3.606,0.9,train,4
0.828,3.732,0.795,train,3
1.408,3.05,1.552,train,2
0.876,2.663,1.383,train,3
0.308,2.692,0.775,train,5
1.171,3.786,1.139,train,6
0.287,3.311,1.368,train,4
1.37,0.98,0.85,train,1
0.95,0.98,1.07,train,1
1.19,0.97,1.14,train,1
0.98,0.7,1.14,train,1
1.42,0.92,0.89,train,1
1.09,0.99,1.14,train,1
0.44,0.9,0.74,train,1
1.49,1.02,0.9,train,1
0.4,0.73,0.7,train,1
0.93,0.99,1.13,train,1
0.95,0.96,1.07,train,1
0.93,0.95,1.16,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.98,0.89,0.8,train,1
0.05,0.05,0.05,train,1
0.27,0.96,0.5,train,1
0.68,0.98,1.11,train,1
0.05,0.05,0.05,train,1
0.93,0.92,1.1,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.73,0.93,1.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.76,0.91,1.15,train,1
0.09,0.97,0.91,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.11,0.98,0.89,train,1
0.13,1,1.06,train,1
0.05,0.05,0.05,train,1
1.07,0.98,1.13,train,1
0.05,0.05,0.05,train,1
0.76,0.61,1.1,train,1
0.13,0.84,0.8,train,1
0.05,0.05,0.05,train,1
0.34,0.94,1.19,train,1
0.05,0.05,0.05,train,1
0.57,0.97,0.9,train,1
0.83,0.95,0.96,train,1
1.02,0.98,1.07,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.25,0.43,1.27,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.27,0.5,1.62,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.45,0.72,0.66,train,1
0.93,0.9,1.44,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.15,0.54,1.21,train,1
0.05,0.05,0.05,train,1
0.09,0.27,2.62,train,1
0.05,0.05,0.05,train,1
0.28,0.58,1.02,train,1
0.05,0.05,0.05,train,1
0.2,0.08,0.48,train,1
0.37,0.66,0.62,train,1
0.05,0.05,0.05,train,1
0.29,0.3,0.47,train,1
0.46,0.51,1.49,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.04,0.99,0.71,train,1
0.05,0.05,0.05,train,1
1.33,0.95,0.72,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.11,0.05,0.46,train,1
0.05,0.05,0.05,train,1
0.2,0.05,0.47,train,1
0.79,0.59,0.67,train,1
1.08,1.01,0.69,train,1
0.05,0.05,0.05,train,1
0.25,0.05,0.87,train,1
1.05,0.05,0.05,train,1
0.87,0.2,0.05,train,1
1.07,0.05,0.05,train,1
0.97,0.05,0.05,train,1
1.01,0.11,0.49,train,1
1.1,0.05,0.05,train,1
1.08,0.05,0.06,train,1
0.98,1.49,0.43,train,1
1.06,0.05,0.05,train,1
1.01,0.13,0.39,train,1
0.99,0.05,0.05,train,1
0.98,0.05,0.15,train,1
1.06,0.05,0.05,train,1
0.99,0.05,0.05,train,1
1.05,0.05,0.05,train,1
1.01,0.05,0.05,train,1
0.98,0.87,0.18,train,1
0.96,0.85,0.08,train,1
0.95,0.07,0.36,train,1
0.9,0.84,0.08,train,1
0.49,1.16,0.13,train,1
1.2,0.52,0.05,train,1
1.22,0.33,0.05,train,1
1.18,0.8,0.05,train,1
1.31,0.67,0.05,train,1
1.48,1.66,0.05,train,1
1.18,0.05,0.18,train,1
1.43,0.05,0.05,train,1
1.12,0.69,0.36,train,1
1.03,0.05,0.11,train,1
1.13,0.78,0.05,train,1
1.14,0.05,0.05,train,1
1.09,1.38,0.05,train,1
1.17,0.58,0.1,train,1
1.13,0.13,0.09,train,1
1.04,0.05,0.05,train,1
1.05,0.05,0.05,train,1
0.13,0.95,0.63,train,1
0.96,1.02,1.16,train,1
0.05,0.05,0.05,train,1
0.19,0.9,1.09,train,1
0.75,0.58,0.89,train,1
0.27,0.8,0.89,train,1
0.34,1.03,1.31,train,1
1,1,1.36,train,1
0.15,0.06,0.75,train,1
0.71,0.9,1.21,train,1
0.18,0.56,0.81,train,1
0.05,0.05,0.05,train,1
0.72,0.96,1.17,train,1
0.05,0.05,0.05,train,1
0.45,0.96,0.97,train,1
0.98,1.04,1.3,train,1
1.03,2.12,1.527613542,train,1
0.497,1.804,1.346,test,2
0.997,2.389,1.813,train,2
1.011,1.909,1.976,train,3
1.167,1.701,1.742,train,2
0.779,1.506,2.014,train,4
0.23,0.05,0.67,train,1
0.27,0.05,1.35,train,1
0.21,0.72,1.66,train,1
0.33,0.8,1.38,train,1
0.05,0.05,0.05,train,1
0.18,2.41,0.47,train,1
0.55,0.5,1.28,train,1
0.05,0.05,0.05,train,1
0.08,0.38,1.44,train,1
0.49,0.8,1.07,train,1
0.05,0.05,0.05,train,1
0.48,0.79,1.1,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.16,0.6,1.22,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.18,0.78,1.75,train,1
0.37,0.75,1.22,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.23,0.73,1.35,train,1
0.53,0.74,0.86,train,1
0.05,0.05,0.05,train,1
0.17,0.8,1.66,train,1
0.17,0.82,1.44,train,1
0.14,0.88,1.37,train,1
0.18,0.78,1.64,train,1
0.96,0.9,0.92,train,1
0.18,0.76,1.5,train,1
0.59,0.86,1.15,train,1
0.18,0.74,1.4,train,1
0.05,0.05,0.05,train,1
0.29,0.82,1.69,train,1
0.25,0.78,1.59,train,1
0.21,0.77,1.46,train,1
0.34,0.72,1.01,train,1
0.57,0.77,0.98,train,1
0.12,0.85,1.65,train,1
0.23,0.91,1.31,train,1
0.57,0.05,0.92,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.36,0.05,1.04,train,1
0.13,0.05,1.23,train,1
0.64,0.05,1.63,train,1
0.78,0.05,0.93,train,1
0.12,0.05,0.43,train,1
0.8,0.06,1.27,train,1
0.47,0.05,0.82,train,1
0.05,0.05,0.05,train,1
0.63,0.05,1.31,train,1
0.05,0.05,0.05,train,1
0.88,0.05,0.89,train,1
0.86,0.05,1.06,train,1
0.05,0.05,0.05,train,1
0.06,0.05,0.54,train,1
1.19,0.16,0.18,train,1
1.13,0.05,0.15,train,1
1.07,0.15,0.18,train,1
0.83,0.39,0.2,train,1
1.03,0.05,0.17,train,1
1.06,0.85,0.1,train,1
1,1.25,0.59,train,1
1.03,0.5,0.05,train,1
0.92,0.61,0.53,train,1
1.06,0.31,0.14,train,1
1.09,0.05,0.21,train,1
1.01,0.54,0.43,train,1
0.96,0.98,0.05,train,1
1.1,0.14,0.17,train,1
0.98,0.52,0.31,train,1
0.95,0.97,0.55,train,1
0.96,0.2,0.14,train,1
0.87,0.56,0.11,train,1
0.3,0.12,0.93,train,1
0.63,0.7,0.85,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.19,0.09,0.79,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.93,0.8,0.97,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.13,0.05,0.51,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.28,0.19,1,train,1
0.81,0.88,1.09,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.17,0.08,1,train,1
0.39,0.61,1.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.01,0.94,1.21,train,1
0.05,0.05,0.05,train,1
0.81,0.86,1.28,train,1
0.05,0.05,0.05,train,1
0.96,0.94,1.09,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.15,0.09,1.12,train,1
0.79,0.9,1.12,train,1
0.63,0.7,1,train,1
0.52,0.73,1.15,train,1
0.35,0.07,1.04,train,1
0.51,0.35,1.2,train,1
0.05,0.05,0.05,train,1
0.17,0.05,0.99,train,1
0.05,0.05,1.92,train,1
0.05,0.05,0.05,train,1
0.91,0.65,1.35,train,1
0.07,0.05,2.39,train,1
0.41,0.2,1.16,train,1
0.08,0.05,1.6,train,1
0.09,0.05,2.74,train,1
0.05,0.05,2.85,train,1
0.05,0.05,0.05,train,1
0.47,0.16,1.29,train,1
0.73,0.46,1.29,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.48,0.83,1,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.12,0.66,1.26,train,1
0.05,0.05,0.05,train,1
0.89,0.99,0.95,train,1
0.05,0.05,0.05,train,1
0.71,0.9,1.01,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.11,0.9,1.22,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.21,0.85,1.01,train,1
0.86,0.95,1.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.56,0.81,0.74,train,1
0.72,1,0.49,train,1
0.05,0.05,0.05,train,1
0.23,0.92,0.42,train,1
0.25,0.35,0.82,train,1
0.21,0.17,0.66,train,1
0.13,0.05,0.94,train,1
1.11,0.97,0.71,train,1
0.28,0.37,0.05,train,1
0.05,0.05,0.05,train,1
0.43,0.68,0.86,train,1
0.05,0.05,0.05,train,1
0.14,0.65,0.35,train,1
0.3,0.05,0.05,train,1
0.37,0.69,0.58,train,1
0.52,0.82,0.63,train,1
1.08,0.98,0.64,train,1
0.05,0.05,0.05,train,1
0.09,0.37,1.16,train,1
0.61,0.84,1.11,train,1
0.63,0.73,0.99,train,1
0.22,0.58,0.99,train,1
0.45,0.85,0.91,train,1
0.9,0.83,0.95,train,1
0.28,0.7,1.06,train,1
0.55,0.7,1,train,1
0.67,0.89,1.24,train,1
0.07,0.68,1.06,train,1
0.99,0.9,1.02,train,1
0.43,0.7,1.1,train,1
0.05,0.05,0.05,train,1
0.54,0.67,1.19,train,1
0.08,0.55,1.3,train,1
0.5,0.75,0.93,train,1
0.78,0.9,0.92,train,1
0.66,0.88,0.76,train,1
0.05,0.05,0.05,train,1
0.36,0.82,0.93,train,1
0.57,0.74,0.95,train,1
0.72,0.75,1.13,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.97,0.86,0.94,train,1
0.28,0.82,1.21,train,1
0.62,0.68,0.9,train,1
1.04,0.69,0.95,train,1
0.35,0.61,0.85,train,1
1.27,1.03,0.93,train,1
0.32,0.61,0.84,train,1
1.04,0.89,0.95,train,1
0.64,0.73,0.78,train,1
0.31,0.35,0.85,train,1
0.42,0.66,1.05,train,1
0.66,0.71,0.77,train,1
1.04,0.84,0.97,train,1
0.32,0.55,0.89,train,1
0.57,0.78,0.83,train,1
0.83,0.91,0.93,train,1
0.86,0.94,0.9,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.86,0.94,1.02,train,1
0.24,0.95,1,train,1
0.05,0.05,0.05,train,1
0.9,1,1.03,train,1
0.05,0.05,0.05,train,1
0.82,0.9,0.98,train,1
0.05,0.05,0.05,train,1
0.11,0.91,0.86,train,1
0.05,0.05,0.05,train,1
0.48,0.96,1,train,1
1.12,0.98,0.87,train,1
0.66,0.99,1.1,train,1
0.45,0.92,0.9,train,1
1.27,0.98,0.84,train,1
0.59,0.94,0.95,train,1
0.86,0.96,1.01,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.83,0.97,0.97,train,1
0.06,0.94,0.97,train,1
0.05,0.05,0.05,train,1
0.95,1,1.01,train,1
0.07,0.92,0.72,train,1
0.98,0.95,1.03,train,1
0.36,0.95,1.27,train,1
0.05,0.05,0.05,train,1
0.51,0.95,1.1,train,1
0.05,0.05,0.05,train,1
0.3,0.94,1.09,train,1
0.49,0.93,0.95,train,1
0.05,0.05,0.05,train,1
0.61,0.94,0.95,train,1
0.05,0.05,0.05,train,1
0.54,0.95,1.18,train,1
0.79,1,0.94,train,1
0.05,0.05,0.05,train,1
0.96,1.01,0.91,train,1
0.05,0.05,0.05,train,1
0.71,0.88,0.99,train,1
0.05,0.05,0.05,train,1
0.89,0.95,1.06,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.32,0.97,0.97,train,1
0.89,1,1.03,train,1
0.12,0.92,0.55,train,1
0.05,0.05,0.05,train,1
0.82,0.91,0.97,train,1
0.84,0.94,1.2,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.17,0.92,0.96,train,1
0.13,0.9,1.07,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.34,0.92,1.04,train,1
0.98,0.99,1.02,train,1
0.7,0.95,0.77,train,1
0.05,0.05,0.05,train,1
0.53,0.89,0.88,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.48,1.01,1.36,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.95,0.99,1,train,1
0.05,0.05,0.05,train,1
0.77,1.04,1,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.08,0.94,1.27,train,1
0.16,0.97,1.47,train,1
0.56,1.01,1.31,train,1
0.05,0.05,0.05,train,1
0.24,0.78,0.83,train,1
0.68,0.91,0.9,train,1
0.86,0.89,1.21,train,1
0.13,0.95,0.61,train,1
1.05,0.95,0.99,train,1
1.07,0.98,0.92,train,1
0.48,0.79,0.95,train,1
1.02,0.9,0.89,train,1
0.05,0.05,0.05,train,1
0.7,0.89,1.06,train,1
0.05,0.05,0.05,train,1
0.73,0.85,1.2,train,1
0.36,0.95,1.67,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.21,0.79,1.3,train,1
0.05,0.05,0.05,train,1
0.65,0.93,1.26,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.33,0.97,1.2,train,1
0.05,0.05,0.05,train,1
0.1,0.71,1.42,train,1
0.13,0.19,2.79,train,1
0.48,0.49,0.93,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.83,0.88,2.28,train,1
0.19,0.05,1.34,train,1
0.21,0.05,1.03,train,1
1.01,0.8,0.93,train,1
0.05,0.05,0.05,train,1
0.78,0.84,0.64,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.16,0.05,0.67,train,1
0.05,0.05,0.05,train,1
0.15,0.05,1.34,train,1
0.45,0.24,1.38,train,1
0.69,0.95,1.09,train,1
0.25,0.05,3.41,train,1
0.46,0.68,2.07,train,1
0.64,0.67,0.92,train,1
0.62,0.73,0.95,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.4,0.79,1.07,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.32,0.81,0.86,train,1
0.05,0.05,0.05,train,1
0.99,0.93,0.86,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.13,0.33,0.86,train,1
0.05,0.05,0.05,train,1
0.11,0.3,0.63,train,1
0.05,0.05,0.05,train,1
0.1,0.62,0.59,train,1
0.05,0.05,0.05,train,1
0.13,0.55,0.93,train,1
0.59,0.05,0.5,train,1
1.08,0.93,0.98,train,1
0.06,0.88,2.45,train,1
0.97,0.97,0.99,train,1
0.94,0.92,1.03,train,1
0.46,0.88,1.08,train,1
1.01,0.96,0.97,train,1
0.62,0.92,0.93,train,1
0.26,0.85,1.23,train,1
0.89,0.87,1.01,train,1
0.05,0.05,0.05,train,1
0.78,0.94,1.07,train,1
0.16,0.8,1.28,train,1
0.87,0.88,1.1,train,1
1.01,0.99,0.95,train,1
1.03,0.98,0.96,train,1
0.94,0.99,0.96,train,1
0.56,0.88,0.95,train,1
0.94,0.99,0.95,train,1
0.97,0.05,0.05,train,1
0.07,1.05,0.93,train,1
0.71,0.96,1.04,train,1
0.83,0.95,1.09,train,1
0.33,0.99,1,train,1
0.29,0.94,1.1,train,1
0.75,0.97,1.12,train,1
0.85,0.96,1.01,train,1
0.95,0.99,1.11,train,1
0.1,0.86,1.16,train,1
0.05,0.05,0.05,train,1
0.94,1.01,1.02,train,1
0.25,0.93,0.9,train,1
0.85,1.01,0.94,train,1
0.37,0.97,0.98,train,1
0.74,0.98,1.09,train,1
0.33,0.91,1.08,train,1
0.87,0.91,0.7,train,1
0.72,0.87,1.28,train,1
0.41,0.96,1.69,train,1
0.12,0.84,1.43,train,1
0.74,1.07,0.39,train,1
0.52,1.01,1.6,train,1
0.05,0.05,0.05,train,1
0.6,0.99,1.65,train,1
0.05,0.05,0.05,train,1
0.88,0.86,0.56,train,1
0.05,0.05,0.05,train,1
0.47,0.9,1.05,train,1
0.62,0.99,1.67,train,1
0.48,1.03,2,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.13,0.9,0.88,train,1
0.61,0.87,0.96,train,1
1.08,0.86,0.96,train,1
1.2,1.35,0.64,train,1
0.72,0.91,0.88,train,1
0.9,0.94,1.06,train,1
1.02,0.97,0.91,train,1
1,0.99,1.15,train,1
0.55,0.97,0.94,train,1
1.16,0.96,0.97,train,1
1.05,1.05,0.82,train,1
1.05,0.96,0.99,train,1
1.16,0.98,0.96,train,1
1.51,0.93,0.95,train,1
1.09,0.97,0.98,train,1
1.06,0.97,1.14,train,1
0.9,0.94,0.85,train,1
0.89,1,1.09,train,1
1.03,0.88,0.91,train,1
0.5,0.84,1.34,train,1
1.05,0.88,0.97,train,1
1.12,0.91,1,train,1
0.8,0.9,1.09,train,1
0.75,0.89,1.07,train,1
1.24,0.95,0.91,train,1
0.64,0.86,1.08,train,1
1.17,0.87,0.88,train,1
1.17,0.95,0.96,train,1
0.79,0.85,0.93,train,1
0.05,0.05,0.05,train,1
1,0.9,0.98,train,1
1.15,0.81,0.85,train,1
0.44,0.8,0.82,train,1
0.93,0.94,0.97,train,1
0.79,0.95,1.02,train,1
0.75,1,1.07,train,1
0.96,0.86,1.07,train,1
0.72,0.62,3.01,train,1
0.3,0.87,3.06,train,1
0.09,0.05,1.07,train,1
0.32,0.51,3.51,train,1
0.34,0.05,1.81,train,1
0.61,0.55,1.93,train,1
0.56,0.62,1.17,train,1
0.65,0.91,2.78,train,1
0.05,0.05,0.05,train,1
0.53,0.39,3.38,train,1
0.84,1.17,2.39,train,1
0.09,0.05,3.71,train,1
0.56,0.73,1.88,train,1
0.05,0.05,0.05,train,1
1.02,1.09,2.55,train,1
0.79,1.1,2.58,train,1
0.437,0.23,0.998,train,6
0.696,0.292,1.846,train,6
0.38,0.265,0.902,train,6
0.452,1.127,1.029,train,6
0.517,1.184,1.267,train,6
0.753,1.193,1.912,train,6
0.47,0.92,1.138,test,6
0.488,0.284,1.098,train,6
0.364,0.269,0.712,train,6
0.43,0.386,0.942,train,6
0.623,0.307,1.477,train,6
0.492,0.358,1.179,train,6
0.636,0.095,1.506,train,6
0.423,0.219,0.969,train,6
0.649,0.336,1.823,train,6
0.486,0.358,1.146,train,6
0.48,3.281,2.279,train,6
0.59,3.729,2.151,test,6
0.602,3.573,2.453,train,6
0.447,3.868,1.956,train,6
0.493,4.209,2.206,train,6
0.494,3.393,1.861,train,6
0.613,4.108,2.306,test,6
0.446,3.21,2.059,test,6
0.565,4.539,2.375,train,6
0.38,3.105,1.249,test,6
0.379,2.953,1.419,train,6
0.396,2.685,1.725,train,6
0.505,3.191,2.058,train,6
0.671,3.484,2.271,train,6
0.421,1.37,1.244,train,6
0.305,1.084,0.573,train,6
0.522,1.317,1.539,train,6
0.358,2.456,0.988,train,6
0.44,2.361,1.445,train,6
0.391,1.613,1.149,train,6
0.596,1.87,1.807,test,6
0.623,1.381,1.739,train,6
0.312,1.418,0.602,train,6
0.596,1.981,1.791,train,6
0.465,1.299,1.369,train,6
0.302,1.182,0.66,train,6
0.331,1.432,1.026,train,6
0.537,1.544,1.676,train,6
0.307,1.274,0.628,train,6
0.43,1.516,1.414,test,6
0.307,1.466,0.389,test,6
0.357,1.27,0.525,train,6
0.506,1.488,1.013,train,6
0.301,1.338,0.488,train,6
0.45,1.571,0.87,train,6
0.388,2.522,0.769,train,6
0.324,1.4,0.566,train,6
0.539,1.755,1.065,train,6
0.334,1.735,0.604,test,6
0.297,1.555,0.277,test,6
0.314,1.298,0.445,train,6
0.509,1.728,0.908,test,6
0.284,1.534,0.242,train,6
0.311,1.364,0.389,test,6
0.451,1.408,0.86,train,6
0.332,1.176,0.593,test,6
0.495,1.432,0.962,train,6
0.321,1.537,0.559,train,6
0.432,1.877,0.901,train,6
0.64,1.02,2.74,train,1
0.451,0.484,0.364,train,6
0.388,0.088,0.258,train,6
0.694,0.926,0.487,train,6
0.488,0.238,0.758,train,6
0.409,0.05,0.58,train,6
0.465,0.05,0.413,train,6
0.171,1.439,0.134,train,6
0.308,0.121,0.267,train,6
0.45,0.076,0.249,test,6
0.336,0.087,0.303,train,6
0.346,2.022,0.624,train,6
0.339,1.419,0.864,train,6
0.292,1.518,0.453,train,6
0.327,1.405,0.756,train,6
0.384,1.402,1.194,train,6
0.262,2.21,0.506,train,6
0.432,2.505,1.528,train,6
0.373,1.715,1.064,train,6
0.37,1.514,0.895,train,6
0.38,1.273,1.107,train,6
0.328,1.669,0.508,train,6
0.312,1.444,0.932,train,6
0.444,1.612,1.461,train,6
0.343,1.625,0.84,train,6
0.303,0.447,0.322,train,6
0.375,0.305,0.638,train,6
0.258,1.339,0.355,test,6
0.322,1.138,0.503,train,6
0.317,0.627,0.238,train,6
0.279,0.272,0.375,train,6
0.281,0.374,0.401,train,6
0.335,0.086,0.639,train,6
0.332,0.321,0.121,train,6
0.283,0.47,0.338,train,6
0.294,0.257,0.319,train,6
0.334,0.345,0.555,train,6
0.28,0.32,0.197,train,6
0.402,0.342,0.71,train,6
0.255,0.345,0.17,train,6
0.26,0.295,0.295,train,6
0.355,0.44,0.594,train,6
0.348,1.151,0.135,train,6
0.323,1.276,0.318,train,6
0.475,0.279,0.094,train,6
0.407,0.333,0.345,test,6
0.43,0.342,0.336,train,6
0.286,0.255,0.148,train,6
0.407,0.491,0.418,train,6
0.335,0.823,0.215,train,6
0.05,0.05,0.05,train,1
0.23,0.05,1.05,train,1
0.97,0.8,1.06,train,1
0.44,0.76,1.25,train,1
1.06,0.83,0.97,train,1
0.87,0.82,1.12,train,1
0.99,0.84,0.95,train,1
0.75,0.84,1.18,train,1
1,0.94,1.06,train,1
0.05,0.05,0.05,train,1
0.86,0.85,1.08,train,1
0.75,0.82,1.1,train,1
0.93,0.65,0.97,train,1
0.7,0.75,1.21,train,1
0.88,0.83,0.96,train,1
0.43,0.8,1.03,train,1
0.99,0.88,0.93,train,1
0.65,0.76,1.11,train,1
0.68,0.79,1.13,train,1
1.06,0.75,0.77,train,1
0.85,0.81,1.2,train,1
0.7,0.8,0.98,train,1
0.29,0.79,1.74,train,1
0.7,0.78,0.87,train,1
0.88,0.84,0.96,train,1
0.78,0.8,0.67,train,1
0.96,0.63,1.03,train,1
0.9,0.75,1.01,train,1
0.39,0.76,0.92,train,1
0.88,0.77,0.63,train,1
0.68,0.74,0.78,train,1
1.03,0.8,0.76,train,1
0.05,0.05,0.05,train,1
1.03,0.9,0.84,train,1
0.76,0.8,0.82,train,1
0.87,0.85,0.89,train,1
0.51,0.78,0.74,train,1
0.52,0.8,0.78,train,1
0.3,0.94,1.06,train,1
0.83,0.83,0.68,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
