ec_number,pH,temperature,turnover_number,benchmark_split,full_conditioned_split
3.2.2.1,7.5,25.0,0.203,test,test
3.2.2.8,7.3,37.0,0.18,train,train
3.2.2.8,7.3,37.0,0.109,test,test
3.2.2.8,7.3,37.0,0.382,train,train
3.2.2.8,7.3,37.0,0.182,train,train
3.2.2.8,7.3,37.0,0.125,train,train
3.2.2.8,7.3,37.0,0.593,train,train
3.2.2.8,7.3,37.0,0.035,train,train
3.2.2.8,7.3,37.0,3.62,train,train
3.2.2.8,7.3,37.0,0.0859999999999999,train,train
2.4.2.1,7.4,25.0,4.0,test,test
3.2.2.8,7.0,35.0,0.0429999999999999,train,omit
2.4.2.1,7.0,25.0,17.600000000000005,train,train
2.4.2.1,7.0,25.0,5.5,train,train
2.4.2.1,7.0,25.0,0.8,train,train
2.4.2.1,7.0,25.0,0.7,train,train
2.4.2.1,7.0,25.0,28.3,train,train
2.4.2.1,7.0,25.0,8.599999999999998,test,test
2.4.2.1,7.0,25.0,1.3,train,train
2.4.2.1,7.0,25.0,15.900000000000004,train,train
2.4.2.1,7.0,25.0,11.250000000000002,train,train
2.4.2.1,7.0,25.0,1.4,test,test
2.4.2.1,7.0,25.0,0.01,train,train
2.4.2.1,7.0,25.0,8.8,train,train
2.4.2.1,7.0,25.0,2.3,train,train
2.4.2.1,7.0,25.0,2.4,train,train
2.4.2.1,7.0,25.0,5.6,train,train
2.4.2.1,7.0,25.0,43.9,train,train
2.4.2.1,7.4,25.0,3.2,train,omit
2.4.2.1,7.5,25.0,43.49999999999999,train,omit
2.4.2.1,7.5,37.0,13.999999999999996,train,omit
2.4.2.1,7.0,25.0,34.900000000000006,train,train
2.4.2.1,7.0,25.0,25.100000000000005,train,train
2.4.2.1,7.0,25.0,43.9,train,train
3.2.2.8,7.5,25.0,11.199999999999998,train,train
3.13.1.9,7.0,70.0,0.83,train,train
3.2.2.1,7.5,30.0,0.06,valid,valid
3.2.2.1,7.5,30.0,1.4,train,train
3.2.2.1,7.5,30.0,1.1,train,train
3.2.2.1,7.5,30.0,5.700000000000001,test,test
3.2.2.1,7.5,30.0,0.7,test,test
3.2.2.1,7.5,30.0,7.2,train,train
3.2.2.1,7.5,30.0,3.0000000000000004,train,train
3.2.2.1,7.5,30.0,0.47,test,test
3.2.2.1,7.5,30.0,6.0,train,train
2.4.2.1,7.6,37.0,0.9,train,train
2.4.2.1,7.6,37.0,1.2,train,train
2.4.2.1,7.6,37.0,324.29999999999995,test,test
2.4.2.1,7.6,37.0,164.40000000000006,train,train
2.4.2.1,7.6,37.0,62.29999999999998,train,train
2.4.2.1,7.6,37.0,56.400000000000006,train,train
2.4.2.1,7.6,37.0,98.39999999999996,train,train
2.4.2.1,7.6,37.0,82.4,train,train
2.4.2.1,7.6,37.0,84.1,train,train
2.4.2.44,7.4,25.0,0.57,train,train
2.4.2.28,7.4,70.0,131.99999999999997,valid,valid
2.4.2.1,7.0,80.0,173.00000000000006,train,train
3.2.2.1,7.2,35.0,5.34,train,train
3.2.2.3,7.5,30.0,2.355,train,train
3.2.2.1,7.5,30.0,7.2,train,train
3.4.24.56,7.4,37.0,0.0299999999999999,train,train
2.5.1.94,7.9,37.0,0.005,train,train
4.5.1.3,8.0,25.0,0.15,train,train
1.18.1.2,9.0,25.0,139.99999999999994,train,train
1.1.1,7.0,25.0,3.033333,train,train
1.1.1.n11,6.6,25.0,0.9,train,train
1.1.1,7.0,25.0,2.8,test,test
1.1.1.10,7.0,25.0,13.0,train,train
1.1.1,7.0,25.0,16.700000000000003,train,train
1.4.3.21,7.4,37.0,6.89,train,train
1.4.1.28,9.5,23.0,0.11,train,train
1.4.3.21,7.4,37.0,7.400000000000001,train,train
2.6.1.62,8.0,35.0,0.25,train,train
1.2.1.4,8.8,60.0,4.1,train,train
1.1.1.1,10.5,65.0,0.82,train,train
1.1.1.1,10.5,65.0,18.1,train,train
1.1.1.1,10.5,65.0,29.000000000000004,train,train
2.7.2.18,5.7,37.0,65.39999999999999,train,train
6.2.1.13,6.5,55.0,50.9,valid,valid
1.1.1.41,8.0,25.0,0.518,train,train
1.1.1.41,8.0,25.0,0.88,train,train
1.1.1.41,8.0,25.0,7.035,train,train
1.1.1.41,7.5,21.0,9.39,train,train
1.1.1.41,7.5,21.0,2.59,train,train
1.1.1.41,7.5,21.0,11.4,train,train
1.1.1.41,7.5,21.0,16.199999999999996,train,train
1.1.1.87,8.0,60.0,171.00000000000009,test,test
1.1.1.42,8.0,60.0,68.00000000000001,train,train
1.1.1.42,8.0,25.0,48.190000000000005,train,train
1.1.1.42,7.5,21.0,0.39,train,train
1.1.1.42,7.5,21.0,17.999999999999996,train,train
1.1.1.42,7.5,21.0,6.299999999999999,test,test
1.1.1.42,7.5,21.0,80.5,test,omit
1.1.1.42,7.5,25.0,0.3,train,train
1.1.1.42,7.5,25.0,0.18,train,train
1.1.1.42,7.5,25.0,51.8,test,test
1.1.1.42,7.5,40.0,467.00000000000006,test,omit
1.1.1.42,7.5,21.0,0.12,train,omit
1.1.1.42,7.5,21.0,9.400000000000002,train,train
1.1.1.42,7.5,37.0,5.6,train,train
1.1.1.42,7.5,37.0,10.4,train,train
1.1.1.42,7.5,37.0,4.4,test,test
1.1.1.42,7.5,37.0,9.3,valid,valid
1.1.1.42,7.5,37.0,2.4,train,train
1.1.1.42,7.5,37.0,7.2,train,train
1.1.1.42,7.5,37.0,0.047,train,train
1.1.1.42,7.5,37.0,9.2,train,train
1.1.1.42,7.5,37.0,1.21,train,train
1.1.1.42,8.0,30.0,138.00000000000006,train,train
1.1.1.42,8.0,25.0,12.4,train,train
1.1.1.42,8.0,25.0,0.62,train,train
1.1.1.42,8.0,25.0,26.3,train,train
1.1.1.42,8.0,25.0,27.60000000000001,test,test
1.1.1.42,8.0,25.0,0.14,train,train
1.1.1.42,8.0,25.0,26.60000000000001,train,train
1.14.13,7.5,20.0,0.3866667,train,train
3.2.1.177,6.0,25.0,2.94,train,train
3.2.1.177,7.0,37.0,51.3,train,train
3.2.1.177,5.5,45.0,7.689999999999999,train,train
1.1.1,7.0,25.0,1.9,train,train
2.1.1.1,8.6,37.0,0.017,train,train
1.2.1.99,8.0,37.0,27.309999999999995,test,test
1.2.1.77,7.5,25.0,0.0739999999999999,valid,valid
6.2.1.5,7.4,30.0,5.3,train,train
6.2.1.5,7.4,30.0,0.5,test,test
6.2.1.5,7.4,30.0,1.5,train,train
3.4.23.16,5.6,37.0,0.5,test,test
3.4.23.16,5.6,37.0,0.5,train,train
4.4.1.9,10.0,30.0,2.555,test,test
2.4.1,7.0,30.0,0.053,train,train
2.7.1.95,7.5,37.0,1.79,train,train
2.7.1,8.0,36.0,0.2633333333333333,valid,valid
2.7.1,8.0,36.0,0.0299999999999999,train,train
2.7.1,8.0,36.0,0.0299999999999999,train,train
2.7.1,8.0,36.0,0.01,train,train
2.7.1.95,7.5,37.0,3.51,train,train
2.7.1.95,7.5,37.0,1.6,train,train
2.7.11.11,7.4,25.0,7.499999999999999,train,train
2.7.11.11,7.4,25.0,14.5,valid,valid
1.13.11.52,6.5,25.0,0.0619999999999999,train,train
1.13.11.52,8.0,25.0,0.032,train,train
1.13.11.11,7.5,25.0,0.048,train,train
1.13.11.11,7.5,25.0,0.052,train,train
4.3.1.15,7.5,37.0,7.800000000000002,train,train
4.3.1.15,7.5,37.0,1.7,train,train
4.3.1.15,7.5,37.0,19.0,train,train
4.3.1.15,7.4,30.0,2.67,train,train
4.3.1.15,7.4,30.0,20.83,train,train
4.3.1.15,7.4,30.0,37.330000000000005,train,train
4.3.1.15,7.4,30.0,42.82999999999999,train,train
4.3.1.15,7.5,37.0,43.3,train,omit
1.4.3.2,8.5,25.0,5.9,train,train
2.6.1.76,8.5,37.0,182.0,train,train
2.6.1.76,8.5,37.0,220.99999999999991,train,train
2.6.1.76,8.5,37.0,119.99999999999996,train,train
4.1.1.17,7.5,30.0,0.5,train,train
4.1.1.17,5.5,30.0,0.45,train,train
4.1.1.17,5.5,30.0,0.05,train,train
4.1.1.18,7.5,30.0,0.052,train,train
4.1.1.86,7.5,30.0,0.3400000000000001,train,train
2.7.1.39,8.0,30.0,2.0,train,train
1.2.1.95,8.8,37.0,41.70000000000001,train,train
2.6.1.39,8.0,45.0,0.04,train,train
2.6.1.39,8.0,45.0,0.011,train,train
2.6.1.39,8.0,45.0,0.083,train,train
2.6.1.39,8.0,45.0,6.700000000000001,train,train
6.3.2.43,8.0,60.0,0.85,train,train
1.5.1.22,7.2,30.0,51.70000000000001,test,test
5.1.1.20,8.5,37.0,0.053,train,train
5.1.1.20,8.5,37.0,17.0,train,train
5.1.1.20,8.5,37.0,3.3,train,train
5.1.1.20,8.5,37.0,15.0,train,train
5.1.1.20,8.5,37.0,10.000000000000002,train,train
5.1.1.20,8.5,37.0,1.1,train,train
5.1.1.20,8.5,37.0,1.9,train,train
1.1.1.376,9.0,30.0,6.1,valid,valid
1.1.1.376,9.0,30.0,0.3283333,test,test
1.1.1.376,9.0,30.0,16.483329999999995,valid,valid
1.1.3.10,6.5,30.0,0.81,train,train
1.1.1,8.6,30.0,1.17,train,train
2.7.3.3,8.0,25.0,45.1,train,train
2.7.3.3,8.0,25.0,43.3,train,train
2.7.3.3,8.0,25.0,34.8,valid,valid
2.7.3.3,8.0,25.0,45.9,train,train
2.7.3.3,8.0,25.0,2.02,train,train
2.7.3.3,8.0,30.0,64.43000000000004,train,train
2.7.3.3,8.0,30.0,105.59999999999998,train,train
2.7.3.3,8.0,30.0,152.20000000000002,test,test
2.7.3.3,8.0,30.0,56.20999999999998,train,train
2.7.3.3,8.0,30.0,161.19999999999993,train,train
1.5.1.11,7.0,25.0,119.99999999999996,train,train
1.5.1.11,7.0,25.0,122.00000000000004,train,train
1.5.1.11,7.0,25.0,444.0,train,train
1.5.1.11,7.0,25.0,5.1,valid,valid
1.5.1.11,7.0,25.0,43.0,train,train
1.5.1.11,7.0,25.0,4.999999999999999,train,train
1.5.1.11,7.0,25.0,446.00000000000006,train,train
1.5.1.11,7.0,25.0,639.9999999999999,train,train
3.5.3.6,5.6,25.0,0.021,train,train
3.5.3.6,5.6,25.0,0.089,train,train
3.5.3.6,5.6,25.0,0.0083999999999999,train,train
3.5.3.6,5.6,25.0,0.0020999999999999,train,train
3.5.3.6,5.6,25.0,0.0037,train,train
3.5.3.6,5.6,25.0,0.0008899999999999,test,test
3.5.3.6,5.6,25.0,0.002,train,train
3.5.3.6,5.6,25.0,0.009,train,train
3.5.3.6,5.6,25.0,0.0072,train,train
3.5.3.6,5.6,25.0,0.0003599999999999,train,train
3.5.3.6,5.6,25.0,6.299999999999999,train,train
2.7.3.3,8.0,25.0,35.4,train,train
2.7.3.3,8.0,25.0,81.00000000000003,train,train
2.7.3.3,8.0,25.0,2.0,valid,valid
2.7.3.3,8.0,25.0,28.0,train,train
2.7.3.3,8.0,25.0,78.0,train,train
1.14.14.47,7.6,25.0,0.0018333329999999,train,train
1.4.3.2,8.5,25.0,39.39999999999999,train,train
6.1.1.19,7.5,25.0,0.15,train,train
6.1.1.19,7.5,25.0,0.4,train,train
6.1.1.19,7.5,37.0,0.0933333333333333,train,omit
6.1.1.19,7.5,37.0,0.5666666666666667,test,test
6.1.1.19,7.5,37.0,0.11,train,train
6.1.1.19,7.5,37.0,1.3566666666666665,train,train
6.1.1.19,7.5,37.0,7.400000000000001,test,test
1.3.1.78,7.5,25.0,84.20000000000005,train,train
1.3.1.78,7.5,25.0,37.29999999999999,train,train
1.11.1.11,7.0,25.0,159.0,train,train
1.14.17.3,5.5,37.0,15.999999999999998,valid,valid
4.1.1.12,5.0,37.0,310.99999999999994,train,train
4.1.1.12,5.0,37.0,270.00000000000006,valid,valid
4.1.1.12,5.0,37.0,258.9999999999999,train,train
4.1.1.12,5.0,37.0,293.99999999999994,test,test
4.1.1.12,5.0,37.0,278.99999999999994,train,train
4.1.1.12,5.0,37.0,273.0,train,train
4.1.1.12,5.0,37.0,441.9999999999999,train,train
4.1.1.12,7.0,37.0,0.7,train,train
4.1.1.12,7.0,37.0,4.3,test,test
1.4.3.2,8.5,25.0,38.39999999999999,train,train
1.1.1.3,8.0,37.0,29.1,train,train
1.2.1.11,9.0,30.0,329.99999999999994,train,train
1.2.1.11,9.0,30.0,57.99999999999999,train,train
2.7.2.4,8.0,30.0,8.4,train,train
2.7.2.4,8.0,30.0,3.255,test,test
2.7.2.4,8.0,30.0,3.41,train,train
2.7.2.4,8.0,37.0,8.4,test,omit
2.7.2.4,7.5,37.0,1.14,train,train
2.7.2.4,7.5,37.0,0.1,train,train
2.7.2.4,7.5,37.0,13.2,train,train
2.7.2.4,7.5,30.0,18.5,train,train
2.7.2.4,7.5,30.0,1.13,train,train
2.7.2.4,7.5,30.0,2.49,train,train
2.7.2.4,7.5,30.0,5.1,train,train
2.7.2.4,7.5,30.0,17.999999999999996,test,test
2.7.2.4,7.5,30.0,9.3,train,train
2.7.2.4,7.5,30.0,0.54,train,train
2.7.2.4,7.5,30.0,49.3,train,train
2.7.2.4,7.5,60.0,2.833333,train,train
2.7.2.4,7.5,60.0,24.66667,train,train
2.7.2.4,7.5,60.0,32.0,train,train
2.7.2.4,7.5,60.0,31.666670000000003,test,test
2.7.2.4,7.5,60.0,0.9666667,train,train
2.7.2.4,7.5,60.0,23.33333,train,train
2.7.2.4,7.5,60.0,1.833333,valid,valid
2.7.2.4,7.5,60.0,12.333329999999998,train,train
2.7.2.4,7.5,60.0,1.833333,train,train
2.7.2.4,7.5,60.0,3.0000000000000004,train,train
2.7.2.4,7.5,60.0,13.33333,train,train
2.7.2.4,7.5,60.0,2.166667,valid,valid
2.7.2.4,7.5,60.0,4.333333,valid,valid
2.7.2.4,7.5,60.0,4.0,train,train
2.7.2.4,7.5,60.0,7.333333,train,train
2.7.2.4,7.5,60.0,24.33333,train,train
1.8.3.3,7.5,20.0,52299.99999999999,train,train
6.3.2.2,7.0,25.0,0.075,train,train
1.14.14.45,7.6,28.0,0.8833333,train,train
1.13.11.20,8.0,25.0,9.839999999999998,train,train
1.13.11.20,8.0,25.0,3.0500000000000003,train,train
1.13.11.20,8.0,25.0,4.7,train,train
1.13.11.20,8.0,25.0,27.4,train,train
1.13.11.20,8.0,25.0,8.245,train,train
1.13.11.20,6.2,37.0,0.39,train,train
1.13.11.20,6.0,37.0,0.33,train,train
6.1.1.15,7.2,60.0,0.02,train,train
6.1.1.15,7.2,37.0,0.0649999999999999,train,train
1.3.98.1,7.5,25.0,9.400000000000002,train,train
4.1.1.25,5.5,22.0,55.53000000000002,train,train
4.1.1.28,7.4,10.0,0.24,train,omit
4.1.1.28,7.4,10.0,3.02,valid,omit
4.1.1.28,7.4,25.0,0.009,train,train
4.1.1.28,7.4,25.0,0.37,train,train
4.1.1.28,7.4,25.0,1.4,train,train
4.1.1.28,7.4,25.0,1.2,train,train
4.1.1.28,7.4,25.0,7.599999999999998,valid,valid
4.1.1.28,8.0,30.0,1.8,train,train
4.1.1.28,7.0,25.0,4.999999999999999,valid,valid
4.3.1.25,8.0,30.0,0.3,train,train
5.4.3.6,9.0,25.0,0.0066999999999999,train,train
4.1.1.28,7.5,25.0,4.5,valid,valid
4.1.1.28,7.5,25.0,3.415,train,train
2.7.1.209,8.0,25.0,2.76,train,train
5.3.1.14,8.0,75.0,116.0,train,train
3.1.1.120,7.1,31.0,4.0,train,train
3.1.1.120,8.3,31.0,139.99999999999994,train,omit
1.1.1.107,8.0,30.0,125.00000000000004,train,train
2.7.7.69,7.5,26.0,3.8,train,train
3.5.1.1,8.2,37.0,0.0043,train,train
2.3.2.5,8.0,30.0,12.4,train,train
2.3.2.5,8.0,30.0,4.999999999999999,test,test
2.3.2.5,8.0,30.0,42.00000000000001,train,train
2.3.2.5,8.0,30.0,37.7,train,train
2.3.2.5,8.0,30.0,32.0,train,train
2.3.2.5,8.0,30.0,24.000000000000004,train,train
2.3.2.5,8.0,30.0,29.000000000000004,train,train
2.3.2.5,8.0,30.0,30.000000000000004,train,train
2.7.2.11,7.4,25.0,12.4,train,train
6.3.1.2,7.5,30.0,0.96,test,test
6.3.1.2,7.8,30.0,3.17,train,train
1.4.1.3,9.5,25.0,68.00000000000001,train,train
6.3.1.2,7.5,30.0,2.6,train,train
6.3.1.2,7.8,30.0,5.33,train,train
6.1.1.17,7.2,37.0,0.41,train,train
6.1.1.17,7.2,37.0,7.649999999999999,test,test
6.1.1.17,7.2,65.0,1.5,train,train
6.1.1.17,7.2,65.0,1.14,test,test
6.3.4.2,8.0,37.0,1.35,train,train
6.3.4.2,8.0,37.0,1.5,train,train
6.3.4.2,8.0,37.0,21.9,train,train
6.3.5.12,8.0,20.0,0.01718333,valid,valid
1.1.1.381,9.0,30.0,1.17,train,train
1.5.1,8.0,22.0,0.42,test,test
6.1.1.21,7.4,37.0,6.999999999999999,train,train
6.1.1.21,8.0,37.0,119.99999999999996,train,omit
1.1.1.23,9.0,30.0,0.58,train,train
1.1.1.23,9.0,30.0,4.9,valid,valid
1.1.1.23,9.0,30.0,3.3,test,test
2.7.1.39,8.0,30.0,0.021,train,train
2.7.1.39,8.0,30.0,4.1,train,train
2.7.1.39,8.0,30.0,16.400000000000002,train,train
2.7.1.39,8.0,30.0,5.4,train,train
2.7.1.39,8.0,30.0,14.7,train,train
2.7.1.39,8.0,30.0,0.007,train,train
2.7.1.39,8.0,30.0,29.1,train,train
2.7.1.39,8.0,30.0,0.011,train,train
2.7.1.39,8.0,30.0,0.022,train,train
2.7.1.39,8.0,30.0,0.37,train,train
2.7.1.39,8.0,30.0,0.2,train,train
2.7.1.39,8.0,30.0,9.06,train,train
2.7.1.39,8.0,30.0,1.515,test,test
2.7.1.39,8.0,30.0,9.158,train,train
2.7.1.39,8.0,37.0,28.0,train,train
1.1.1.12,8.6,25.0,0.0723,train,train
1.1.1.411,8.0,25.0,18.75,train,train
1.4.1.20,10.4,25.0,0.15,test,test
1.4.3.2,8.5,25.0,1.16,test,test
1.14.13.9,7.5,5.0,1.27,train,train
1.1.1.27,9.2,25.0,283.3333000000001,test,test
3.4.11.24,8.0,37.0,31.7,train,train
3.4.11.24,8.0,37.0,155.00000000000003,train,train
3.4.11.24,8.0,37.0,104.0,train,train
1.4.1.20,10.8,22.0,0.21,train,train
6.1.1.4,7.8,37.0,5.1,test,test
6.1.1.4,7.8,37.0,4.999999999999999,train,train
6.1.1.4,7.6,37.0,0.79,valid,valid
6.1.1.4,7.6,37.0,0.049,test,test
4.1.1.18,6.0,30.0,15.999999999999998,train,train
4.1.1.18,6.0,30.0,4.8,train,train
4.1.1.18,6.0,30.0,21.0,train,train
4.1.1.18,6.0,30.0,5.6,valid,valid
4.1.1.18,6.0,30.0,6.8,train,train
4.1.1.18,6.0,30.0,10.000000000000002,train,train
4.1.1.18,6.0,30.0,2.6,train,train
4.1.1.18,6.0,30.0,5.5,train,train
4.1.1.18,6.0,30.0,9.8,train,train
4.1.1.18,6.0,30.0,19.0,train,train
4.1.1.18,6.0,30.0,13.0,train,train
4.1.1.18,6.0,30.0,15.999999999999998,train,train
4.1.1.18,6.0,40.0,636.0000000000001,train,omit
1.5.1.7,7.0,25.0,20.0,train,train
1.4.3.2,6.0,25.0,13.999999999999996,train,omit
1.4.3.2,9.0,25.0,86.59999999999998,train,train
6.1.1.6,7.5,25.0,6.05,train,train
5.3.1.14,7.0,65.0,76.8,test,test
5.3.1.14,7.0,65.0,186.00000000000009,train,train
5.3.1.14,8.0,75.0,199.99999999999991,train,train
5.3.1.14,7.0,65.0,240.0,train,train
1.1.1.377,7.0,60.0,23.77,train,train
2.7.2.4,7.5,30.0,5.5,train,train
2.7.2.4,7.5,30.0,1.59,train,train
2.7.2.4,7.5,37.0,6.8,train,train
2.7.2.4,7.5,37.0,2.5,test,test
2.7.2.4,7.5,37.0,4.4,train,train
2.7.2.4,7.5,37.0,1.4,train,train
2.7.2.4,7.5,37.0,0.6,train,train
1.1.1.40,7.5,30.0,1.2,train,train
1.1.1.40,7.5,30.0,13.099999999999998,test,test
1.1.1.40,7.5,30.0,67.5,train,train
1.1.1.38,7.5,30.0,82.69999999999997,train,train
1.1.1.39,7.4,30.0,120.93000000000002,train,train
1.1.1.38,7.4,30.0,0.0419999999999999,train,train
1.1.1.38,7.4,30.0,48.99999999999999,train,train
1.1.1.38,7.4,30.0,52.00000000000001,test,test
1.1.1.38,7.4,30.0,125.51199999999996,train,train
1.1.1.38,7.4,30.0,40.15714285714287,train,train
1.1.1.38,7.4,30.0,11.000000000000002,train,train
1.1.1.39,7.4,30.0,47.434000000000005,train,train
1.1.1.39,7.4,30.0,102.06749999999998,test,test
1.1.1.38,7.4,30.0,147.99999999999994,train,train
1.1.1.39,7.3,28.0,11.4,train,train
1.1.1.37,7.4,30.0,3366.666666666668,train,train
1.1.1.37,7.4,30.0,2770.000000000001,train,train
1.1.1.40,7.0,30.0,56.00000000000002,train,train
1.1.1.40,7.0,30.0,159.99999999999994,test,test
1.1.1.40,7.5,30.0,234.00000000000009,train,train
1.1.1.40,7.4,30.0,36.8,train,train
1.1.1.40,7.4,30.0,104.99999999999996,train,train
1.1.1.40,7.4,30.0,84.29999999999998,train,train
1.1.1.40,7.4,30.0,65.10000000000002,train,train
1.1.1.40,7.4,30.0,28.3,train,train
1.1.1.40,7.4,30.0,91.09999999999997,train,train
1.1.1.40,7.4,30.0,369.0,train,train
1.1.1.38,7.5,30.0,12.4,train,train
1.1.1.39,7.3,28.0,1.2,train,train
1.1.1.40,8.0,30.0,1.1,train,train
1.1.1.40,8.0,30.0,201.30000000000007,train,train
2.4.1,7.5,37.0,21.5,train,train
2.4.1,7.5,37.0,6.1,train,train
1.1.1.12,8.6,25.0,0.1094999999999999,train,train
5.3.1.14,7.0,65.0,31.0,test,test
5.3.1.14,8.5,60.0,10.5,train,train
5.3.1.14,7.0,65.0,78.69999999999997,train,train
5.3.1.14,8.0,75.0,155.00000000000003,test,test
5.3.1.14,7.0,65.0,30.000000000000004,train,train
1.1.1.377,7.0,60.0,14.880000000000004,train,train
3.4.11.9,5.0,80.0,540.9999999999998,train,train
2.5.1.6,8.0,22.0,1.6,train,train
2.5.1.6,8.0,22.0,0.2299999999999999,train,train
1.4.3.2,8.5,25.0,65.60000000000002,train,train
1.4.1.20,10.4,25.0,1.47,train,train
1.4.1.20,10.4,25.0,1.4,train,train
1.4.1.20,10.8,22.0,0.15,train,train
4.3.1.24,8.4,37.0,2.6666666666666665,train,train
4.3.1.24,8.8,31.0,0.1,train,omit
4.3.1.25,8.5,37.0,16.32,train,train
4.3.1.24,8.5,37.0,13.079999999999997,train,train
4.3.1.24,8.5,37.0,17.973333333333333,train,train
4.3.1.24,8.5,55.0,3.36,train,train
4.3.1.24,8.7,37.0,1.73,train,train
3.4.11.24,8.0,37.0,115.0,train,train
3.4.11.24,8.0,37.0,10.699999999999998,train,train
3.4.11.24,8.0,37.0,43.8,valid,valid
1.14.16.1,6.7,32.0,4.683332999999999,train,train
1.14.16.1,6.7,32.0,4.5,train,train
1.14.16.1,7.0,25.0,7.849999999999998,test,test
1.14.16.2,7.1,30.0,1.433333,train,train
6.3.2,7.5,22.0,1.853333,train,train
1.4.1.20,10.4,25.0,13.5,test,test
1.4.1.20,10.8,22.0,0.75,train,train
1.4.3.2,8.5,25.0,0.72,test,test
1.13.12.3,8.3,25.0,11.000000000000002,train,train
1.5.1.1,10.5,30.0,3.7000000000000006,train,train
1.5.1.1,10.5,30.0,2.5,train,train
1.5.1.21,10.0,30.0,2.25,train,train
1.5.1.1,10.5,30.0,4.233333,train,train
1.5.1.49,10.5,30.0,0.006916667,test,test
1.5.1.21,10.0,30.0,3.4166669999999995,train,train
6.1.1.15,7.2,60.0,3.4,train,train
6.1.1.15,7.5,50.0,1.8,train,omit
1.5.1.22,7.2,30.0,23.64,train,train
4.1.99.1,7.8,37.0,0.0303,test,test
6.3.2,7.5,22.0,4.0,train,train
2.7.1.225,7.4,22.0,0.1566666666666666,valid,valid
1.1.1.387,11.0,37.0,2.7,train,train
4.2.1.22,8.5,70.0,0.56,train,train
6.3.2.8,8.0,37.0,11.4,train,train
2.7.1.3,7.0,25.0,5.85,train,train
1.1.1.387,11.0,37.0,9.6,valid,valid
1.1.1.103,7.5,65.0,551.6667,test,test
1.13.11.52,7.5,25.0,3.6800000000000006,test,test
1.13.11.52,7.5,25.0,19.5,train,train
1.14.16.1,7.0,25.0,0.7833333,test,test
6.1.1.2,7.0,37.0,8.2,train,train
6.1.1.2,7.0,37.0,78.0,test,test
6.1.1.2,7.0,37.0,1.7,train,train
6.1.1.2,7.0,37.0,36.99999999999999,train,train
6.1.1.2,7.0,37.0,40.0,train,train
6.1.1.2,7.0,37.0,23.0,train,train
6.1.1.2,7.0,37.0,12.0,train,train
6.1.1.2,7.0,37.0,110.99999999999996,train,train
1.13.11.52,6.5,37.0,0.84,train,train
1.13.11.52,7.5,37.0,31.88667000000001,valid,valid
1.13.11.52,6.5,37.0,1.89175,train,train
1.13.11.52,7.5,37.0,1.65,train,omit
1.13.11.52,6.5,25.0,2.97,train,train
1.13.11.52,6.5,37.0,6.7805835000000005,train,omit
1.13.11.52,7.0,22.0,1.0,train,omit
1.13.11.52,7.0,25.0,6.9125,train,omit
1.13.11.11,7.4,22.0,0.54,train,omit
1.13.11.52,7.4,25.0,2.892857142857143,train,omit
1.13.11.52,7.5,25.0,0.1029999999999999,test,test
1.13.11.52,8.0,20.0,1.6,train,omit
1.13.11.52,8.0,20.0,0.0059999999999999,train,omit
1.13.11.52,8.0,20.0,0.4,train,train
1.13.11.52,8.0,20.0,0.3,train,train
1.13.11.52,8.0,20.0,6.0,train,train
1.13.11.52,8.0,25.0,1.56,train,train
1.13.11.52,8.0,25.0,0.0059999999999999,train,train
1.13.11.11,8.0,25.0,0.0619999999999999,test,test
1.13.11.11,8.0,25.0,0.032,train,train
1.13.11.11,8.0,25.0,0.105,train,train
1.13.11.52,8.0,25.0,1.4,train,omit
1.13.11.11,8.0,25.0,1.290333333333333,train,train
1.13.11.52,6.5,37.0,18.975,valid,valid
1.13.11.52,6.5,37.0,0.9155555666666668,train,train
1.13.11.52,7.5,37.0,0.785,train,omit
1.13.11.52,7.0,37.0,2.355,train,train
1.13.11.11,8.0,37.0,8.513332999999998,train,train
1.13.11.52,6.5,37.0,16.75,train,train
1.13.11.52,6.5,37.0,1.789167,train,train
1.13.11.52,7.0,37.0,2.89,train,train
1.13.11.52,7.0,37.0,14.545000000000002,train,omit
1.13.11.52,7.5,37.0,1.645,train,omit
1.13.11.52,7.5,37.0,1.0,valid,valid
1.13.11.52,6.5,37.0,6.643333,train,train
1.13.11.52,7.5,37.0,4.2083330000000005,test,test
1.13.11.52,8.0,37.0,4.27,train,train
1.13.11.52,7.5,37.0,1.858333,test,test
1.13.11.52,7.5,37.0,1.133333,test,test
1.13.12.3,8.3,25.0,0.21,train,train
1.13.12.3,8.3,25.0,13.2,train,train
1.13.11.52,6.5,37.0,8.246666999999999,train,train
1.13.11.52,7.0,37.0,0.5366667,test,test
1.13.11.11,6.0,25.0,4.91,train,omit
1.13.11.11,6.0,25.0,19.7,train,omit
1.13.11.11,6.5,25.0,5.42,train,train
1.13.11.11,6.5,25.0,3.66,train,train
1.13.11.11,6.5,25.0,21.7,train,train
1.13.11.11,7.0,25.0,21.6,train,omit
1.13.11.11,7.5,25.0,2.86,train,omit
1.13.11.11,7.5,25.0,7.880000000000002,train,omit
1.13.11.11,7.5,25.0,35.4,train,omit
1.13.11.11,8.0,25.0,2.7,train,omit
1.13.11.11,8.0,25.0,18.300000000000004,train,omit
1.13.11.11,8.3,25.0,2.1,train,omit
1.13.11.52,6.5,37.0,2.222833,train,train
1.13.11.52,7.5,37.0,2.926667,train,train
